AUTAUGA ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1000,6883,313,4.55,654.22
SAN SEBASTIAN ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40660,8510,  ,  ,473.88
SAN SEBASTIAN ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40660,8510,  ,  ,473.88
SAN SEBASTIAN ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40660,8510,  ,  ,473.88
SAN SEBASTIAN ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40660,8510,  ,  ,473.88
SAN SEBASTIAN ,PR ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,40660,8510,  ,  ,473.88
SAN SEBASTIAN ,PR ,H6331 ,BORO MEDICAL CENTER ,HCPP ,40660,8510,  ,  ,473.88
SAN SEBASTIAN ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40660,8510,  ,  ,473.88
SANTA ISABEL ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40670,3167,647,20.43,591.91
SANTA ISABEL ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40670,3167,20,0.63,591.91
SANTA ISABEL ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40670,3167,25,0.79,591.91
SANTA ISABEL ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40670,3167,119,3.76,591.91
SANTA ISABEL ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40670,3167,110,3.47,591.91
SANTA ISABEL ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40670,3167,22,0.69,591.91
SANTA ISABEL ,PR ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,40670,3167,  ,  ,591.91
SANTA ISABEL ,PR ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,40670,3167,  ,  ,591.91
SANTA ISABEL ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40670,3167,  ,  ,591.91
SANTA ISABEL ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40670,3167,  ,  ,591.91
SANTA ISABEL ,PR ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,40670,3167,  ,  ,591.91
TOA ALTA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40680,7007,1665,23.76,521.07
TOA ALTA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40680,7007,21,0.3,521.07
TOA ALTA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40680,7007,87,1.24,521.07
TOA ALTA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40680,7007,315,4.5,521.07
TOA ALTA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40680,7007,38,0.54,521.07
TOA ALTA ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40680,7007,76,1.08,521.07
TOA ALTA ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40680,7007,  ,  ,521.07
TOA ALTA ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40680,7007,  ,  ,521.07
TOA ALTA ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40680,7007,  ,  ,521.07
TOA ALTA ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40680,7007,  ,  ,521.07
TOA ALTA ,PR ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,40680,7007,  ,  ,521.07
TOA BAJA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40690,5891,2855,48.46,511.21
TOA BAJA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40690,5891,49,0.83,511.21
TOA BAJA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40690,5891,217,3.68,511.21
TOA BAJA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40690,5891,657,11.15,511.21
TOA BAJA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40690,5891,67,1.14,511.21
TOA BAJA ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40690,5891,138,2.34,511.21
TOA BAJA ,PR ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H1406 ,HUMANA HEALTH PLAN  INC. ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H2226 ,UNITED HEALTHCARE INSURANCE COMPANY ,DEMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H4564 ,SCOTT AND WHITE HEALTH PLAN ,COST ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,40690,5891,  ,  ,511.21
TOA BAJA ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40690,5891,  ,  ,511.21
TRUJILLO ALTO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40700,7354,1367,18.59,487.16
TRUJILLO ALTO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40700,7354,336,4.57,487.16
TRUJILLO ALTO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40700,7354,168,2.28,487.16
TRUJILLO ALTO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40700,7354,491,6.68,487.16
TRUJILLO ALTO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40700,7354,35,0.48,487.16
TRUJILLO ALTO ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H1078 ,NEIGHBORHOOD HEALTH PARTNERSHIP INC ,HMO ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H4009 ,SDM HEALTHCARE MANAGEMENT  INC. ,HMO ,40700,7354,  ,  ,487.16
TRUJILLO ALTO ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40700,7354,  ,  ,487.16
UTUADO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40710,2612,740,28.33,418.49
UTUADO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40710,2612,127,4.86,418.49
UTUADO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40710,2612,70,2.68,418.49
UTUADO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40710,2612,125,4.79,418.49
UTUADO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40710,2612,67,2.57,418.49
UTUADO ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40710,2612,112,4.29,418.49
UTUADO ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40710,2612,  ,  ,418.49
UTUADO ,PR ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,40710,2612,  ,  ,418.49
UTUADO ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40710,2612,  ,  ,418.49
UTUADO ,PR ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,40710,2612,  ,  ,418.49
UTUADO ,PR ,H6142 ,UNION HEALTH SERVICES  INC. ,HCPP ,40710,2612,  ,  ,418.49
VEGA ALTA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40720,5726,1948,34.02,495.42
VEGA ALTA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40720,5726,507,8.85,495.42
VEGA ALTA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40720,5726,97,1.69,495.42
VEGA ALTA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40720,5726,416,7.27,495.42
VEGA ALTA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40720,5726,25,0.44,495.42
VEGA ALTA ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40720,5726,113,1.97,495.42
VEGA ALTA ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40720,5726,  ,  ,495.42
VEGA ALTA ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40720,5726,  ,  ,495.42
VEGA ALTA ,PR ,H1406 ,HUMANA HEALTH PLAN  INC. ,HMO ,40720,5726,  ,  ,495.42
VEGA ALTA ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40720,5726,  ,  ,495.42
VEGA ALTA ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40720,5726,  ,  ,495.42
VEGA ALTA ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40720,5726,  ,  ,495.42
VEGA ALTA ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40720,5726,  ,  ,495.42
VEGA BAJA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40730,10578,1568,14.82,582.45
VEGA BAJA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40730,10578,975,9.22,582.45
VEGA BAJA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40730,10578,77,0.73,582.45
VEGA BAJA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40730,10578,311,2.94,582.45
VEGA BAJA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40730,10578,24,0.23,582.45
VEGA BAJA ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40730,10578,136,1.29,582.45
VEGA BAJA ,PR ,H0303 ,PACIFICARE OF ARIZONA  INC ,HMO ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40730,10578,  ,  ,582.45
VEGA BAJA ,PR ,H9104 ,SCAN HEALTH PLAN ,DEMO ,40730,10578,  ,  ,582.45
VIEQUES ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40740,2482,217,8.74,482.79
VIEQUES ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40740,2482,11,0.44,482.79
VIEQUES ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40740,2482,19,0.77,482.79
VIEQUES ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40740,2482,46,1.85,482.79
VIEQUES ,PR ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,40740,2482,  ,  ,482.79
VIEQUES ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40740,2482,  ,  ,482.79
VILLALBA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40750,3535,688,19.46,577.78
VILLALBA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40750,3535,126,3.56,577.78
VILLALBA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40750,3535,14,0.4,577.78
VILLALBA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40750,3535,93,2.63,577.78
VILLALBA ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40750,3535,39,1.1,577.78
VILLALBA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40750,3535,13,0.37,577.78
VILLALBA ,PR ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,40750,3535,  ,  ,577.78
VILLALBA ,PR ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,40750,3535,  ,  ,577.78
VILLALBA ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40750,3535,  ,  ,577.78
VILLALBA ,PR ,H6331 ,BORO MEDICAL CENTER ,HCPP ,40750,3535,  ,  ,577.78
YABUCOA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40760,7197,996,13.84,411.48
YABUCOA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40760,7197,137,1.9,411.48
YABUCOA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40760,7197,45,0.63,411.48
YABUCOA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40760,7197,84,1.17,411.48
YABUCOA ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40760,7197,203,2.82,411.48
YABUCOA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40760,7197,14,0.19,411.48
YABUCOA ,PR ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,40760,7197,  ,  ,411.48
YABUCOA ,PR ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,40760,7197,  ,  ,411.48
YABUCOA ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40760,7197,  ,  ,411.48
YABUCOA ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40760,7197,  ,  ,411.48
YABUCOA ,PR ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,40760,7197,  ,  ,411.48
YAUCO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40770,7027,1146,16.31,457.21
YAUCO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40770,7027,862,12.27,457.21
YAUCO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40770,7027,54,0.77,457.21
YAUCO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40770,7027,144,2.05,457.21
YAUCO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40770,7027,91,1.3,457.21
YAUCO ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40770,7027,44,0.63,457.21
YAUCO ,PR ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,40770,7027,  ,  ,457.21
YAUCO ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40770,7027,  ,  ,457.21
YAUCO ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40770,7027,  ,  ,457.21
YAUCO ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40770,7027,  ,  ,457.21
UNDER-11 ,  ,Hxxxx ,Rollup by STATE of Under-11 ,11-Jan,40xxx ,  ,880,  ,. 
BRISTOL ,RI ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,41000,9197,64,0.7,654.22
BRISTOL ,RI ,H4102 ,UNITED HEALTH PLANS OF NEW ENGLAND  INC. ,HMO ,41000,9197,367,3.99,654.22
BRISTOL ,RI ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,41000,9197,3243,35.26,654.22
BRISTOL ,RI ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H2261 ,BLUE CROSS & BLUE SHIELD OF MA HMO BLUE  INC. ,HMO ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H2450 ,MEDICA INSURANCE COMPANY ,COST ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H3952 ,KEYSTONE HEALTH PLAN EAST  INC. ,HMO ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H5402 ,QUALITY HEALTH PLANS  INC. ,HMO ,41000,9197,  ,  ,654.22
BRISTOL ,RI ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,41000,9197,  ,  ,654.22
KENT ,RI ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,41010,30660,152,0.5,654.22
KENT ,RI ,H4102 ,UNITED HEALTH PLANS OF NEW ENGLAND  INC. ,HMO ,41010,30660,3621,11.81,654.22
KENT ,RI ,H4103 ,UNITED HEALTHCARE INS. COMPANY  INC. ,DEMP ,41010,30660,103,0.34,654.22
KENT ,RI ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,41010,30660,7551,24.63,654.22
KENT ,RI ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,41010,30660,  ,  ,654.22
KENT ,RI ,H0351 ,HEALTH NET OF ARIZONA  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,41010,30660,  ,  ,654.22
KENT ,RI ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H2206 ,HARVARD PILGRIM HEALTH CARE ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H2256 ,TUFTS ASSOCIATED HMO  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H2462 ,HEALTHPARTNERS ,COST ,41010,30660,  ,  ,654.22
KENT ,RI ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H3359 ,MANAGED HEALTH  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,41010,30660,  ,  ,654.22
KENT ,RI ,H5415 ,HUMANA HEALTH INSURANCE COMPANY OF FL  INC. ,PPO ,41010,30660,  ,  ,654.22
KENT ,RI ,H9001 ,FALLON COMMUNITY HEALTH PLAN ,HMO ,41010,30660,  ,  ,654.22
NEWPORT ,RI ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,41020,14897,15,0.1,654.22
NEWPORT ,RI ,H4102 ,UNITED HEALTH PLANS OF NEW ENGLAND  INC. ,HMO ,41020,14897,256,1.72,654.22
NEWPORT ,RI ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,41020,14897,2376,15.95,654.22
NEWPORT ,RI ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,41020,14897,  ,  ,654.22
NEWPORT ,RI ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,41020,14897,  ,  ,654.22
NEWPORT ,RI ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,41020,14897,  ,  ,654.22
NEWPORT ,RI ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,41020,14897,  ,  ,654.22
NEWPORT ,RI ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,41020,14897,  ,  ,654.22
NEWPORT ,RI ,H2206 ,HARVARD PILGRIM HEALTH CARE ,HMO ,41020,14897,  ,  ,654.22
NEWPORT ,RI ,H2256 ,TUFTS ASSOCIATED HMO  INC. ,HMO ,41020,14897,  ,  ,654.22
PROVIDENCE ,RI ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,41030,103171,18,0.02,654.22
PROVIDENCE ,RI ,H2228 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,41030,103171,338,0.33,654.22
PROVIDENCE ,RI ,H4102 ,UNITED HEALTH PLANS OF NEW ENGLAND  INC. ,HMO ,41030,103171,10819,10.49,654.22
PROVIDENCE ,RI ,H4103 ,UNITED HEALTHCARE INS. COMPANY  INC. ,DEMP ,41030,103171,306,0.3,654.22
PROVIDENCE ,RI ,H4152 ,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND ,HMO ,41030,103171,24211,23.47,654.22
PROVIDENCE ,RI ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H0303 ,PACIFICARE OF ARIZONA  INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H0351 ,HEALTH NET OF ARIZONA  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H0609 ,PACIFICARE OF COLORADO  INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1016 ,AVMED  INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1026 ,HEALTH OPTIONS  INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1076 ,VISTA HEALTHPLAN  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H2204 ,HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H2206 ,HARVARD PILGRIM HEALTH CARE ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H2256 ,TUFTS ASSOCIATED HMO  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H2261 ,BLUE CROSS & BLUE SHIELD OF MA HMO BLUE  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3164 ,AMERICHOICE OF NEW JERSEY  INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3305 ,ROCHESTER AREA HMO/ DBA PREFERRED CARE ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3359 ,MANAGED HEALTH  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H3456 ,UNITED HEALTHCARE OF NORTH CAROLINA ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H5151 ,HEALTH PLAN OF THE UPPER OHIO VALLEY ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H5400 ,UNITED HEALTHCARE INS. COMPANY  INC. ,DEMP ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,41030,103171,  ,  ,654.22
PROVIDENCE ,RI ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,41030,103171,  ,  ,654.22
